ensg_id	hgnc_symbol	gene_name_primary	gene_names_all	uniprot_accession	enst_id	chrom_hg38	start_hg38	end_hg38	strand_hg38	chrom_hg19	start_hg19	end_hg19	strand_hg19
ENSG00000153902	LGI4	LGI4	LGI4 LGIL3 UNQ6515/PRO21485	Q8N135	ENST00000310123;ENST00000591633	19	35124510	35142451	-1	19	35615417.0	35633355.0	-1.0
ENSG00000153936	HS2ST1	HS2ST1	HS2ST1 HS2ST KIAA0448	Q7LGA3	ENST00000370550;ENST00000370551	1	86914635	87109982	1	1	87380331.0	87602334.0	1.0
ENSG00000153956	CACNA2D1	CACNA2D1	CACNA2D1 CACNL2A CCHL2A MHS3	P54289	ENST00000356860;ENST00000443883	7	81946444	82443970	-1	7	81575760.0	82073114.0	-1.0
ENSG00000153976	HS3ST3A1	HS3ST3A1	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	Q9Y663	ENST00000284110	17	13494032	13601929	-1	17	13399006.0	13505244.0	-1.0
ENSG00000153989	NUS1	NUS1	NUS1 C6orf68 NGBR	Q96E22	ENST00000368494	6	117675469	117710727	1	6	117996665.0	118031803.0	1.0
ENSG00000153993	SEMA3D	SEMA3D	SEMA3D UNQ760/PRO1491	O95025	ENST00000284136	7	84995195	85187056	-1	7	84624869.0	84816171.0	-1.0
ENSG00000154025	SLC5A10	SLC5A10	SLC5A10 SGLT5	A0PJK1	ENST00000317977;ENST00000395647;ENST00000417251;ENST00000395645;ENST00000395643	17	18950345	19022595	1	17	18853658.0	18925908.0	1.0
ENSG00000154080	CHST9	CHST9	CHST9 UNQ2549/PRO6175	Q7L1S5	ENST00000618847;ENST00000581714;ENST00000580774	18	26906481	27185344	-1	18	24495595.0	24765281.0	-1.0
ENSG00000154096	THY1	THY1	THY1	P04216	ENST00000284240;ENST00000528522	11	119415476	119424985	-1	11	119288090.0	119295695.0	-1.0
ENSG00000154133	ROBO4	ROBO4	ROBO4 UNQ421/PRO3674	Q8WZ75	ENST00000306534	11	124883666	124898500	-1	11	124753587.0	124768396.0	-1.0
ENSG00000154134	ROBO3	ROBO3	ROBO3	Q96MS0	ENST00000397801	11	124865432	124881471	1	11	124735282.0	124751366.0	1.0
ENSG00000154143	PANX3	PANX3	PANX3	Q96QZ0	ENST00000284288	11	124611428	124620356	1	11	124481386.0	124490252.0	1.0
ENSG00000154162	CDH12	CDH12	CDH12	P55289	ENST00000504376;ENST00000382254;ENST00000522262	5	21750673	22853344	-1	5	21750782.0	22853731.0	-1.0
ENSG00000154175	ABI3BP	ABI3BP	ABI3BP NESHBP TARSH	Q7Z7G0	ENST00000284322	3	100749155	100993515	-1	3	100468000.0	100712359.0	-1.0
ENSG00000154188	ANGPT1	ANGPT1	ANGPT1 KIAA0003	Q15389	ENST00000517746;ENST00000297450	8	107249482	107498055	-1	8	108261721.0	108510283.0	-1.0
ENSG00000154252	GAL3ST2	GAL3ST2	GAL3ST2 GP3ST	Q9H3Q3	ENST00000192314	2	241776822	241804287	1	2	242716240.0	242743623.0	1.0
ENSG00000154258	ABCA9	ABCA9	ABCA9	Q8IUA7	ENST00000340001;ENST00000495634	17	68974488	69060949	-1	17	66970629.0	67057205.0	-1.0
ENSG00000154262	ABCA6	ABCA6	ABCA6	Q8N139	ENST00000284425;ENST00000590645	17	69074255	69142031	-1	17	67074843.0	67138029.0	-1.0
ENSG00000154265	ABCA5	ABCA5	ABCA5 KIAA1888	Q8WWZ7	ENST00000392676;ENST00000588877	17	69244311	69327244	-1	17	67240452.0	67323385.0	-1.0
ENSG00000154269	ENPP3	ENPP3	ENPP3 PDNP3	O14638	ENST00000414305;ENST00000357639	6	131628292	131747418	1	6	131949582.0	132068553.0	1.0
ENSG00000154277	UCHL1	UCHL1	UCHL1	P09936	ENST00000503431;ENST00000284440	4	41256413	41268560	1	4	41258430.0	41270472.0	1.0
ENSG00000154305	MIA3	MIA3	MIA3 KIAA0268 TANGO UNQ6077/PRO20088	Q5JRA6	ENST00000344922;ENST00000340535	1	222618090	222668007	1	1	222791428.0	222841354.0	1.0
ENSG00000154309	DISP1	DISP1	DISP1 DISPA	Q96F81	ENST00000675850;ENST00000675039;ENST00000675961;ENST00000284476	1	222814730	223006258	1	1	222988406.0	223179337.0	1.0
ENSG00000154342	WNT3A	WNT3A	WNT3A	P56704	ENST00000284523	1	228006924	228061271	1	1	228194752.0	228248961.0	1.0
ENSG00000154451	GBP5	GBP5	GBP5 UNQ2427/PRO4987	Q96PP8	ENST00000370459	1	89256189	89272890	-1	1	89724633.0	89738544.0	-1.0
ENSG00000154485	MMP21	MMP21	MMP21	Q8N119	ENST00000368808	10	125753580	125775913	-1	10	127455022.0	127464390.0	-1.0
ENSG00000154529	CNTNAP3B	CNTNAP3B	CNTNAP3B CASPR3B	Q96NU0	ENST00000377561	9	41890314	42129552	-1	9	43684902.0	43924049.0	1.0
ENSG00000154589	LY96	LY96	LY96 ESOP1 MD2	Q9Y6Y9	ENST00000284818;ENST00000518893	8	73991392	74029079	1	8	74903587.0	74941322.0	1.0
ENSG00000154639	CXADR	CXADR	CXADR CAR	P78310	ENST00000284878;ENST00000400166;ENST00000356275;ENST00000400165;ENST00000400169	21	17512971	17593579	1	21	18884700.0	18965897.0	1.0
ENSG00000154645	CHODL	CHODL	CHODL C21orf68 PRED12 UNQ872/PRO1890	Q9H9P2	ENST00000400128;ENST00000400127;ENST00000299295;ENST00000543733	21	17901263	18267373	1	21	19273580.0	19639690.0	1.0
ENSG00000154646	TMPRSS15	TMPRSS15	TMPRSS15 ENTK PRSS7	P98073	ENST00000284885	21	18269116	18485879	-1	21	19641433.0	19858197.0	-1.0
ENSG00000154654	NCAM2	NCAM2	NCAM2 NCAM21	O15394	ENST00000400546	21	20998409	21543329	1	21	22370633.0	22915650.0	1.0
ENSG00000154721	JAM2	JAM2	JAM2 C21orf43 VEJAM UNQ219/PRO245	P57087	ENST00000400532;ENST00000480456;ENST00000312957	21	25639258	25717562	1	21	27011584.0	27089874.0	1.0
ENSG00000154734	ADAMTS1	ADAMTS1	ADAMTS1 KIAA1346 METH1	Q9UHI8	ENST00000284984	21	26835755	26845409	-1	21	28208066.0	28217728.0	-1.0
ENSG00000154736	ADAMTS5	ADAMTS5	ADAMTS5 ADAMTS11 ADMP2	Q9UNA0	ENST00000284987	21	26917922	26967088	-1	21	28290231.0	28338832.0	-1.0
ENSG00000154764	WNT7A	WNT7A	WNT7A	O00755	ENST00000285018	3	13816258	13880071	-1	3	13857755.0	13921618.0	-1.0
ENSG00000154856	APCDD1	APCDD1	APCDD1 DRAPC1 FP7019	Q8J025	ENST00000355285	18	10454635	10489949	1	18	10454625.0	10489945.0	1.0
ENSG00000154864	PIEZO2	PIEZO2	PIEZO2 C18orf30 C18orf58 FAM38B	Q9H5I5	ENST00000302079;ENST00000503781;ENST00000580640	18	10666483	11149569	-1	18	10666480.0	11148587.0	-1.0
ENSG00000154928	EPHB1	EPHB1	EPHB1 ELK EPHT2 HEK6 NET	P54762	ENST00000398015;ENST00000493838	3	134795260	135260467	1	3	134316643.0	134979309.0	1.0
ENSG00000155011	DKK2	DKK2	DKK2 UNQ682/PRO1316	Q9UBU2	ENST00000285311	4	106921802	107283806	-1	4	107842959.0	108204963.0	-1.0
ENSG00000155052	CNTNAP5	CNTNAP5	CNTNAP5 CASPR5	Q8WYK1	ENST00000431078	2	124025287	124921219	1	2	124782864.0	125672864.0	1.0
ENSG00000155066	PROM2	PROM2	PROM2 PROML2 UNQ2521/PRO6014	Q8N271	ENST00000317620;ENST00000403131;ENST00000317668	2	95274444	95302296	1	2	95940201.0	95957056.0	1.0
ENSG00000155093	PTPRN2	PTPRN2	PTPRN2 KIAA0387	Q92932	ENST00000389413;ENST00000389418;ENST00000389416	7	157539056	158587823	-1	7	157331750.0	158380480.0	-1.0
ENSG00000155249	OR4K1	OR4K1	OR4K1	Q8NGD4	ENST00000641172;ENST00000641429;ENST00000285600	14	19930917	19936757	1	14	20403767.0	20404842.0	1.0
ENSG00000155366	RHOC	RHOC	RHOC ARH9 ARHC	P08134	ENST00000369633;ENST00000339083;ENST00000369642;ENST00000285735;ENST00000369638;ENST00000369637;ENST00000369632	1	112701127	112707845	-1	1	113243728.0	113250056.0	-1.0
ENSG00000155465	SLC7A7	SLC7A7	SLC7A7	Q9UM01	ENST00000674313;ENST00000285850;ENST00000555702;ENST00000397532;ENST00000555911;ENST00000397529;ENST00000397528	14	22773222	22829820	-1	14	23242431.0	23299029.0	-1.0
ENSG00000155511	GRIA1	GRIA1	GRIA1 GLUA1 GLUH1 GLUR1	P42261	ENST00000518142;ENST00000285900;ENST00000340592;ENST00000521843;ENST00000448073;ENST00000518783	5	153489615	153813869	1	5	152869175.0	153193429.0	1.0
ENSG00000155719	OTOA	OTOA	OTOA	Q7RTW8	ENST00000646100;ENST00000286149;ENST00000388958;ENST00000388956;ENST00000388957	16	21663968	21761935	1	16	21689835.0	21772050.0	1.0
ENSG00000155760	FZD7	FZD7	FZD7	O75084	ENST00000286201	2	202033855	202038441	1	2	202899310.0	202903160.0	1.0
ENSG00000155850	SLC26A2	SLC26A2	SLC26A2 DTD DTDST	P50443	ENST00000286298	5	149960758	149993455	1	5	149340300.0	149373018.0	1.0
ENSG00000155886	SLC24A2	SLC24A2	SLC24A2 NCKX2	Q9UI40	ENST00000286344;ENST00000341998	9	19507452	19789119	-1	9	19507450.0	19786926.0	-1.0
ENSG00000155893	PXYLP1	PXYLP1	PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706	Q8TE99	ENST00000286353;ENST00000393010	3	141228726	141367753	1	3	140947568.0	141013748.0	1.0
ENSG00000155897	ADCY8	ADCY8	ADCY8	P40145	ENST00000286355	8	130780300	131041587	-1	8	131792547.0	132054672.0	-1.0
ENSG00000155918	RAET1L	RAET1L	RAET1L ULBP6	Q5VY80	ENST00000367341;ENST00000286380	6	150018334	150025532	-1	6	150339470.0	150346668.0	-1.0
ENSG00000156076	WIF1	WIF1	WIF1 UNQ191/PRO217	Q9Y5W5	ENST00000286574	12	65050626	65121548	-1	12	65444406.0	65515346.0	-1.0
ENSG00000156096	UGT2B4	UGT2B4	UGT2B4 UGT2B11	P06133	ENST00000512583;ENST00000305107	4	69480137	69526017	-1	4	70345883.0	70391732.0	-1.0
ENSG00000156097	GPR61	GPR61	GPR61 BALGR GPCR3	Q9BZJ8	ENST00000404129;ENST00000527748;ENST00000618721;ENST00000469383;ENST00000616874	1	109539872	109548406	1	1	110082494.0	110091028.0	1.0
ENSG00000156103	MMP16	MMP16	MMP16 C8orf57 MMPX2	P51512	ENST00000286614	8	88032011	88328025	-1	8	89044237.0	89340254.0	-1.0
ENSG00000156140	ADAMTS3	ADAMTS3	ADAMTS3 KIAA0366	O15072	ENST00000286657	4	72280969	72569221	-1	4	73146686.0	73434516.0	-1.0
ENSG00000156218	ADAMTSL3	ADAMTSL3	ADAMTSL3 KIAA1233	P82987	ENST00000286744;ENST00000567476	15	83653683	84039842	1	15	84322838.0	84708594.0	1.0
ENSG00000156219	ART3	ART3	ART3 TMART	Q13508	ENST00000341029;ENST00000355810;ENST00000349321	4	76011184	76114094	1	4	76932337.0	77033955.0	1.0
ENSG00000156222	SLC28A1	SLC28A1	SLC28A1 CNT1	O00337	ENST00000338602;ENST00000394573;ENST00000286749	15	84884612	84945803	1	15	85427885.0	85518876.0	1.0
ENSG00000156298	TSPAN7	TSPAN7	TSPAN7 A15 DXS1692E MXS1 TM4SF2	P41732	ENST00000378482	X	38561498	38689249	1	X	38420623.0	38548169.0	1.0
ENSG00000156395	SORCS3	SORCS3	SORCS3 KIAA1059	Q9UPU3	ENST00000369701	10	104641290	105265242	1	10	106400859.0	107024993.0	1.0
ENSG00000156413	FUT6	FUT6	FUT6 FCT3A	P51993	ENST00000318336;ENST00000524754;ENST00000527106;ENST00000286955;ENST00000592563	19	5830361	5839722	-1	19	5830621.0	5839742.0	-1.0
ENSG00000156427	FGF18	FGF18	FGF18 UNQ420/PRO856	O76093	ENST00000274625	5	171419645	171457626	1				
ENSG00000156453	PCDH1	PCDH1	PCDH1	Q08174	ENST00000287008;ENST00000394536	5	141853090	141879246	-1	5	141232938.0	141258811.0	-1.0
ENSG00000156466	GDF6	GDF6	GDF6 BMP13 GDF16	Q6KF10	ENST00000287020	8	96142333	96160806	-1	8	97154562.0	97173020.0	-1.0
ENSG00000156535	CD109	CD109	CD109 CPAMD7	Q6YHK3	ENST00000287097;ENST00000422508;ENST00000437994	6	73695785	73828316	1	6	74405508.0	74538040.0	1.0
ENSG00000156564	LRFN2	LRFN2	LRFN2 KIAA1246 SALM1	Q9ULH4	ENST00000338305	6	40391591	40587364	-1	6	40359325.0	40555204.0	-1.0
ENSG00000156574	NODAL	NODAL	NODAL	Q96S42	ENST00000287139	10	70431936	70447951	-1	10	72192071.0	72207707.0	-1.0
ENSG00000156642	NPTN	NPTN	NPTN SDFR1 SDR1	Q9Y639	ENST00000345330;ENST00000351217;ENST00000562924;ENST00000563691	15	73560003	73634134	-1	15	73852355.0	73926475.0	-1.0
ENSG00000156687	UNC5D	UNC5D	UNC5D KIAA1777 UNC5H4 UNQ6012/PRO34692	Q6UXZ4	ENST00000404895;ENST00000453357	8	35235475	35796550	1				
ENSG00000156869	FRRS1	FRRS1	FRRS1 SDFR2 SDR2	Q6ZNA5	ENST00000646001;ENST00000287474	1	99703970	99766635	-1	1	100174259.0	100232187.0	-1.0
ENSG00000156875	MFSD14A	SLC71A1	SLC71A1 HIAT1 MFSD14A	Q96MC6	ENST00000370152	1	100038076	100083945	1	1	100503653.0	100548933.0	1.0
ENSG00000156886	ITGAD	ITGAD	ITGAD	Q13349	ENST00000389202	16	31393335	31426505	1	16	31404633.0	31437826.0	1.0
ENSG00000156920	ADGRG4	ADGRG4	ADGRG4 GPR112	Q8IZF6	ENST00000394143;ENST00000394141;ENST00000370652	X	136300963	136416890	1	X	135383122.0	135519215.0	1.0
ENSG00000156966	B3GNT7	B3GNT7	B3GNT7	Q8NFL0	ENST00000287590	2	231395671	231408799	1	2	232260254.0	232265875.0	1.0
ENSG00000157103	SLC6A1	SLC6A1	SLC6A1 GABATR GABT1 GAT1	P30531	ENST00000646702;ENST00000642767;ENST00000642515;ENST00000643498;ENST00000646570;ENST00000287766;ENST00000642820;ENST00000645054;ENST00000642735;ENST00000646022;ENST00000645592;ENST00000646924;ENST00000645974;ENST00000642639;ENST00000646060;ENST00000642201;ENST00000647194;ENST00000643396;ENST00000645029	3	10992186	11039247	1	3	11034410.0	11080933.0	1.0
ENSG00000157131	C8A	C8A	C8A	P07357	ENST00000361249	1	56854768	56918223	1	1	57320479.0	57383894.0	1.0
ENSG00000157168	NRG1	NRG1	NRG1 GGF HGL HRGA NDF SMDF	Q02297	ENST00000519301;ENST00000520407;ENST00000523079;ENST00000650919;ENST00000356819;ENST00000405005;ENST00000521670;ENST00000287842;ENST00000520502	8	31639222	32855666	1	8	31496902.0	32622548.0	1.0
ENSG00000157193	LRP8	LRP8	LRP8 APOER2	Q14114	ENST00000306052;ENST00000371454;ENST00000354412;ENST00000347547	1	53242364	53328469	-1	1	53711217.0	53793742.0	-1.0
ENSG00000157211	CDCP2	CDCP2	CDCP2	Q5VXM1	ENST00000530059;ENST00000371330	1	54132687	54153770	-1	1	54598747.0	54619443.0	-1.0
ENSG00000157219	HTR5A	HTR5A	HTR5A	P47898	ENST00000287907	7	155070324	155087392	1	7	154862034.0	154877459.0	1.0
ENSG00000157240	FZD1	FZD1	FZD1	Q9UP38	ENST00000287934	7	91264433	91271326	1	7	90893783.0	90898123.0	1.0
ENSG00000157303	SUSD3	SUSD3	SUSD3 UNQ9387/PRO34275	Q96L08	ENST00000375472;ENST00000375469	9	93058688	93085138	1	9	95820989.0	95847420.0	1.0
ENSG00000157315	TMED6	TMED6	TMED6 UNQ9146/PRO34237	Q8WW62	ENST00000288025	16	69343250	69351786	-1	16	69377151.0	69385712.0	-1.0
ENSG00000157322	CLEC18A	CLEC18A	CLEC18A MRLP2	A5D8T8	ENST00000615430;ENST00000393701;ENST00000568461;ENST00000288040	16	69950705	69964452	1	16	69984810.0	69998141.0	1.0
ENSG00000157335	CLEC18C	CLEC18C	CLEC18C MRLP3	Q8NCF0	ENST00000618957;ENST00000541793;ENST00000314151;ENST00000569347	16	70173322	70187361	1	16	70207225.0	70221264.0	1.0
ENSG00000157350	ST3GAL2	ST3GAL2	ST3GAL2 SIAT4B	Q16842	ENST00000342907;ENST00000393640	16	70375977	70439263	-1	16	70413338.0	70473140.0	-1.0
ENSG00000157368	IL34	IL34	IL34 C16orf77	Q6ZMJ4	ENST00000429149;ENST00000288098	16	70579878	70661556	1	16	70613798.0	70694585.0	1.0
ENSG00000157388	CACNA1D	CACNA1D	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2	Q01668	ENST00000288139;ENST00000350061;ENST00000422281	3	53328963	53813733	1	3	53528683.0	53847760.0	1.0
ENSG00000157399	ARSL	ARSL	ARSL ARSE	P51690	ENST00000540563;ENST00000381134	X	2934045	2968475	-1	X	2852699.0	2886286.0	-1.0
ENSG00000157404	KIT	KIT	KIT SCFR	P10721	ENST00000687295;ENST00000288135	4	54657267	54740783	1	4	55524085.0	55606881.0	1.0
ENSG00000157445	CACNA2D3	CACNA2D3	CACNA2D3	Q8IZS8	ENST00000474759;ENST00000471363;ENST00000490478	3	54122427	55074557	1	3	54156574.0	55108584.0	1.0
ENSG00000157570	TSPAN18	TSPAN18	TSPAN18 UNQ3042/PRO9858	Q96SJ8	ENST00000520358;ENST00000340160	11	44726322	44932427	1	11	44748015.0	44953972.0	1.0
ENSG00000157613	CREB3L1	CREB3L1	CREB3L1 OASIS PSEC0238	Q96BA8	ENST00000621158	11	46277637	46321422	1				
ENSG00000157654	PALM2AKAP2	PALM2AKAP2	PALM2AKAP2 KIAA0920 PAKAP PALM2	Q9Y2D5	ENST00000374531;ENST00000314527;ENST00000374530;ENST00000302798;ENST00000434623;ENST00000374525;ENST00000259318	9	109498325	110172512	1	9	112403068.0	112713755.0	1.0
ENSG00000157765	SLC34A2	SLC34A2	SLC34A2	O95436	ENST00000645788;ENST00000504570;ENST00000382051;ENST00000503434	4	25648011	25679132	1				
ENSG00000157766	ACAN	ACAN	ACAN AGC1 CSPG1 MSK16	P16112	ENST00000560601;ENST00000439576;ENST00000559004;ENST00000352105	15	88803436	88875353	1	15	89346674.0	89418585.0	1.0
ENSG00000157800	SLC37A3	SLC37A3	SLC37A3 SPX3	Q8NCC5	ENST00000340308;ENST00000447932;ENST00000326232	7	140293693	140404433	-1	7	139993493.0	140104233.0	-1.0
ENSG00000157873	TNFRSF14	TNFRSF14	TNFRSF14 HVEA HVEM UNQ329/PRO509	Q92956	ENST00000355716	1	2554244	2565382	1	1	2487078.0	2496821.0	1.0
ENSG00000157890	MEGF11	MEGF11	MEGF11 KIAA1781 UNQ1949/PRO4432	A6BM72	ENST00000409699;ENST00000288745;ENST00000422354	15	65895079	66253811	-1	15	66187417.0	66546085.0	-1.0
ENSG00000158008	EXTL1	EXTL1	EXTL1 EXTL	Q92935	ENST00000374280	1	26019884	26036464	1	1	26346375.0	26362955.0	1.0
ENSG00000158158	CNNM4	CNNM4	CNNM4 ACDP4 KIAA1592	Q6P4Q7	ENST00000377075	2	96760898	96811888	1				
ENSG00000158258	CLSTN2	CLSTN2	CLSTN2 CS2	Q9H4D0	ENST00000458420	3	139935185	140577397	1	3	139654027.0	140296239.0	1.0
ENSG00000158270	COLEC12	COLEC12	COLEC12 CLP1 NSR2 SCARA4 SRCL	Q5KU26	ENST00000400256	18	316737	500722	-1	18	319361.0	500722.0	-1.0
ENSG00000158296	SLC13A3	SLC13A3	SLC13A3 NADC3 SDCT2	Q8WWT9	ENST00000290317;ENST00000279027;ENST00000472148;ENST00000413164;ENST00000495082	20	46557823	46684467	-1	20	45186463.0	45304714.0	-1.0
ENSG00000158373	H2BC5	H2BC5	H2BC5 H2BFB HIRIP2 HIST1H2BD	P58876	ENST00000377777;ENST00000289316	6	26158122	26171349	1	6	26158349.0	26171577.0	1.0
ENSG00000158457	TSPAN33	TSPAN33	TSPAN33 PEN	Q86UF1	ENST00000486685	7	129144690	129169699	1	7	128784712.0	128808671.0	1.0
ENSG00000158458	NRG2	NRG2	NRG2 NTAK	O14511	ENST00000361474;ENST00000289422;ENST00000340391;ENST00000289409;ENST00000358522;ENST00000378238	5	139846779	140043299	-1	5	139226364.0	139422884.0	-1.0
ENSG00000158470	B4GALT5	B4GALT5	B4GALT5	O43286	ENST00000371711	20	49632945	49713908	-1	20	48249482.0	48330415.0	-1.0
ENSG00000158473	CD1D	CD1D	CD1D	P15813	ENST00000368171;ENST00000673723;ENST00000674085	1	158178015	158186427	1	1	158149737.0	158154686.0	1.0
ENSG00000158477	CD1A	CD1A	CD1A	P06126	ENST00000289429	1	158254424	158258269	1	1	158223927.0	158228059.0	1.0
ENSG00000158481	CD1C	CD1C	CD1C	P29017	ENST00000368170	1	158289923	158294774	1	1	158259576.0	158263420.0	1.0
ENSG00000158485	CD1B	CD1B	CD1B	P29016	ENST00000368168	1	158327951	158331531	-1	1	158297741.0	158301321.0	-1.0
ENSG00000158488	CD1E	CD1E	CD1E	P15812	ENST00000444681;ENST00000452291;ENST00000368165;ENST00000368166;ENST00000368167;ENST00000368163;ENST00000368164;ENST00000368154;ENST00000368155;ENST00000368156;ENST00000368157;ENST00000368160;ENST00000368161	1	158353696	158357553	1	1	158323254.0	158327343.0	1.0
ENSG00000158555	GDPD5	GDPD5	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580	Q8WTR4	ENST00000526177;ENST00000533784;ENST00000529721;ENST00000336898;ENST00000533805	11	75434638	75525985	-1	11	75145685.0	75236948.0	-1.0
ENSG00000158604	TMED4	TMED4	TMED4 ERS25	Q7Z7H5	ENST00000457408;ENST00000481238	7	44576392	44582287	-1	7	44617493.0	44621886.0	-1.0
ENSG00000158636	EMSY	EMSY	EMSY C11orf30 GL002	Q7Z589	ENST00000334736;ENST00000524767;ENST00000525919;ENST00000533248;ENST00000525038;ENST00000529032;ENST00000695367;ENST00000533988	11	76444887	76553031	1	11	76155967.0	76264069.0	1.0
ENSG00000158669	GPAT4	GPAT4	GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108	Q86UL3	ENST00000396987	8	41577187	41625001	1	8	41434706.0	41482520.0	1.0
ENSG00000158683	PKD1L1	PKD1L1	PKD1L1 PC1L1 UNQ5785/PRO19563	Q8TDX9	ENST00000289672	7	47740202	47948466	-1	7	47814250.0	47988088.0	-1.0
ENSG00000158714	SLAMF8	SLAMF8	SLAMF8 BLAME	Q9P0V8	ENST00000368104;ENST00000289707	1	159826693	159837492	1	1	159796540.0	159807039.0	1.0
ENSG00000158769	F11R	F11R	F11R JAM1 JCAM UNQ264/PRO301	Q9Y624	ENST00000368026;ENST00000537746	1	160995211	161023123	-1	1	160965001.0	160991138.0	-1.0
ENSG00000158786	PLA2G2F	PLA2G2F	PLA2G2F	Q9BZM2	ENST00000375102	1	20139323	20150381	1	1	20465819.0	20476879.0	1.0
ENSG00000158813	EDA	EDA	EDA ED1 EDA2	Q92838	ENST00000338901;ENST00000525810;ENST00000527388;ENST00000374553;ENST00000374552;ENST00000524573	X	69616067	70039472	1	X	68835911.0	69259319.0	1.0
ENSG00000158815	FGF17	FGF17	FGF17 UNQ161/PRO187	O60258	ENST00000518533;ENST00000359441	8	22042398	22048809	1	8	21899909.0	21906320.0	1.0
ENSG00000158816	VWA5B1	VWA5B1	VWA5B1	Q5TIE3	ENST00000289815;ENST00000375079	1	20290875	20359534	1	1	20617412.0	20681387.0	1.0
ENSG00000158850	B4GALT3	B4GALT3	B4GALT3	O60512	ENST00000319769;ENST00000622395;ENST00000367998	1	161171306	161178652	-1	1	161141100.0	161147287.0	-1.0
ENSG00000158859	ADAMTS4	ADAMTS4	ADAMTS4 KIAA0688 UNQ769/PRO1563	O75173	ENST00000367996	1	161184302	161200509	-1	1	161154098.0	161168846.0	-1.0
ENSG00000158874	APOA2	APOA2	APOA2	P02652	ENST00000463273;ENST00000367990	1	161222290	161224305	-1	1	161192082.0	161193421.0	-1.0
ENSG00000158887	MPZ	MPZ	MPZ	P25189	ENST00000463290;ENST00000533357	1	161304735	161309968	-1	1	161274525.0	161279762.0	-1.0
ENSG00000158955	WNT9B	WNT9B	WNT9B WNT14B WNT15 UNQ6973/PRO21956	O14905	ENST00000290015	17	46833201	46886730	1	17	44910567.0	44964096.0	1.0
ENSG00000158966	CACHD1	CACHD1	CACHD1 KIAA1573 VWCD1	Q5VU97	ENST00000651257	1	64469765	64693058	1				
ENSG00000159023	EPB41	EPB41	EPB41 E41P	P11171	ENST00000373800;ENST00000347529;ENST00000373798;ENST00000343067;ENST00000373797	1	28887091	29120046	1	1	29213603.0	29446553.0	1.0
ENSG00000159110	IFNAR2	IFNAR2	IFNAR2 IFNABR IFNARB	P48551	ENST00000683941;ENST00000382264;ENST00000342136;ENST00000404220;ENST00000342101	21	33205282	33265675	1	21	34602206.0	34637980.0	1.0
ENSG00000159128	IFNGR2	IFNGR2	IFNGR2 IFNGT1	P38484	ENST00000290219	21	33403369	33479348	1	21	34775202.0	34851655.0	1.0
ENSG00000159164	SV2A	SV2A	SV2A KIAA0736 PSEC0174	Q7L0J3	ENST00000369146;ENST00000369145	1	149903318	149918572	-1	1	149874870.0	149889434.0	-1.0
ENSG00000159167	STC1	STC1	STC1 STC	P52823	ENST00000290271;ENST00000524323	8	23841929	23854806	-1	8	23699428.0	23712320.0	-1.0
ENSG00000159189	C1QC	C1QC	C1QC C1QG	P02747	ENST00000695751;ENST00000374640;ENST00000374639;ENST00000374637	1	22642558	22648110	1	1	22970123.0	22974603.0	1.0
ENSG00000159197	KCNE2	KCNE2	KCNE2	Q9Y6J6	ENST00000715813;ENST00000290310	21	34180729	34371381	1	21	35736323.0	35743688.0	1.0
ENSG00000159307	SCUBE1	SCUBE1	SCUBE1	Q8IWY4	ENST00000360835	22	43197280	43343375	-1	22	43593289.0	43739394.0	-1.0
ENSG00000159363	ATP13A2	ATP13A2	ATP13A2 PARK9	Q9NQ11	ENST00000341676;ENST00000326735;ENST00000452699	1	16985958	17011928	-1	1	17312453.0	17338423.0	-1.0
ENSG00000159398	CES5A	CES5A	CES5A CES7	Q6NT32	ENST00000290567;ENST00000521992;ENST00000319165;ENST00000518005	16	55846154	55956031	-1	16	55880066.0	55989943.0	-1.0
ENSG00000159527	PGLYRP3	PGLYRP3	PGLYRP3 PGRPIA	Q96LB9	ENST00000683862;ENST00000290722	1	153297116	153312952	-1	1	153270338.0	153283194.0	-1.0
ENSG00000159579	RSPRY1	RSPRY1	RSPRY1 KIAA1972 UNQ328/PRO444	Q96DX4	ENST00000394420;ENST00000537866	16	57186137	57240479	1	16	57220049.0	57274387.0	1.0
ENSG00000159618	ADGRG5	ADGRG5	ADGRG5 GPR114 PGR27 UNQ2524/PRO6017	Q8IZF4	ENST00000349457;ENST00000340339	16	57542643	57591681	1	16	57576333.0	57625593.0	1.0
ENSG00000159640	ACE	ACE	ACE DCP DCP1	P12821	ENST00000290866;ENST00000290863;ENST00000413513	17	63477058	63498380	1	17	61554422.0	61599205.0	1.0
ENSG00000159674	SPON2	SPON2	SPON2 DIL1 UNQ435/PRO866	Q9BUD6	ENST00000290902;ENST00000431380;ENST00000617421	4	1166932	1208962	-1	4	1160720.0	1202750.0	-1.0
ENSG00000159763	PIP	PIP	PIP GCDFP15 GPIP4	P12273	ENST00000291009	7	143132077	143139739	1	7	142829170.0	142836839.0	1.0
